V1	V2	V3	V4	V5	V6	V7
Megasphaera_stantonii	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_stantonii
Negativicoccus_succinicivorans	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Negativicoccus	s__Negativicoccus_succinicivorans
Veillonellaceae_bacterium	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonellaceae_unclassified	s__Veillonellaceae_bacterium
Veillonellaceae_bacterium_DNF00626	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonellaceae_unclassified	s__Veillonellaceae_bacterium_DNF00626
Veillonella_SGB101145	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_SGB101145
Veillonella_atypica	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_atypica
Veillonella_denticariosi	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_denticariosi
Veillonella_dispar	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_dispar
Veillonella_magna	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_magna
Veillonella_montpellierensis	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_montpellierensis
Veillonella_parvula	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_parvula
Veillonella_ratti	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_ratti
Veillonella_rogosae	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_rogosae
Veillonella_seminalis	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_seminalis
Veillonella_sp_3627	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_sp_3627
Veillonella_sp_R32	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_sp_R32
Veillonella_tobetsuensis	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_tobetsuensis
Anaerococcus_SGB15407	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_SGB15407
Anaerococcus_SGB4342	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_SGB4342
Anaerococcus_SGB53821	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_SGB53821
Anaerococcus_degeneri	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_degeneri
Anaerococcus_lactolyticus	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_lactolyticus
Anaerococcus_obesiensis	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_obesiensis
Anaerococcus_sp_Marseille_P3625	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_sp_Marseille_P3625
Anaerococcus_tetradius	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_tetradius
Finegoldia_magna	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Finegoldia	s__Finegoldia_magna
GGB1691_SGB2323	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__GGB1691	s__GGB1691_SGB2323
GGB1691_SGB2324	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__GGB1691	s__GGB1691_SGB2324
Murdochiella_vaginalis	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Murdochiella	s__Murdochiella_vaginalis
Parvimonas_SGB6649	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_SGB6649
Parvimonas_micra	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_micra
Parvimonas_parva	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_parva
Parvimonas_sp_oral_taxon_110	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_sp_oral_taxon_110
Peptoniphilus_coxii	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_coxii
Peptoniphilus_duerdenii	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_duerdenii
Peptoniphilus_gorbachii	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_gorbachii
Peptoniphilus_grossensis	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_grossensis
Peptoniphilus_harei	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_harei
Peptoniphilus_lacrimalis	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_lacrimalis
Peptoniphilus_senegalensis	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_senegalensis
Peptoniphilus_sp_BV3C26	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_sp_BV3C26
Peptoniphilus_sp_Marseille_P3761	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Peptoniphilus	s__Peptoniphilus_sp_Marseille_P3761
Ezakiella_SGB6726	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellia_unclassified	f__Tissierellia_unclassified	g__Ezakiella	s__Ezakiella_SGB6726
Ezakiella_coagulans	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellia_unclassified	f__Tissierellia_unclassified	g__Ezakiella	s__Ezakiella_coagulans
Tissierellia_bacterium_KA00581	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellia_unclassified	f__Tissierellia_unclassified	g__Tissierellia_unclassified	s__Tissierellia_bacterium_KA00581
GGB4381_SGB47248	k__Bacteria	p__Fusobacteria	c__CFGB76370	o__OFGB76370	f__FGB76370	g__GGB4381	s__GGB4381_SGB47248
GGB79751_SGB6028	k__Bacteria	p__Fusobacteria	c__CFGB76370	o__OFGB76370	f__FGB76370	g__GGB79751	s__GGB79751_SGB6028
GGB4386_SGB6036	k__Bacteria	p__Fusobacteria	c__CFGB76375	o__OFGB76375	f__FGB76375	g__GGB4386	s__GGB4386_SGB6036
Cetobacterium_SGB66735	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__Cetobacterium_SGB66735
Cetobacterium_somerae	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__Cetobacterium_somerae
Cetobacterium_sp_8H	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__Cetobacterium_sp_8H
Cetobacterium_sp_ZOR0034	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__Cetobacterium_sp_ZOR0034
Fusobacterium_SGB14781	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_SGB14781
Fusobacterium_SGB6040	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_SGB6040
Fusobacterium_gonidiaformans	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_gonidiaformans
Fusobacterium_mortiferum	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_mortiferum
Fusobacterium_naviforme	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_naviforme
Fusobacterium_necrogenes	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_necrogenes
Fusobacterium_nucleatum	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_nucleatum
Fusobacterium_pseudoperiodonticum	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_pseudoperiodonticum
Fusobacterium_sp	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_sp
Fusobacterium_sp_DD14	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_sp_DD14
Fusobacterium_sp_IOR10	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_sp_IOR10
Fusobacterium_ulcerans	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_ulcerans
Fusobacterium_varium	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_varium
GGB79758_SGB14216	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__GGB79758	s__GGB79758_SGB14216
GGB9111_SGB14044	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__GGB9111	s__GGB9111_SGB14044
Leptotrichia_buccalis	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_buccalis
Leptotrichia_sp_oral_taxon_215	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_sp_oral_taxon_215
Leptotrichia_sp_oral_taxon_218	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_sp_oral_taxon_218
Leptotrichia_sp_oral_taxon_221	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_sp_oral_taxon_221
Leptotrichia_wadei	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_wadei
Sneathia_sanguinegens	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sneathia	s__Sneathia_sanguinegens
Sneathia_vaginalis	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sneathia	s__Sneathia_vaginalis
GGB6470_SGB9153	k__Bacteria	p__Lentisphaerae	c__CFGB2345	o__OFGB2345	f__FGB2345	g__GGB6470	s__GGB6470_SGB9153
GGB6512_SGB9197	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__GGB6512	s__GGB6512_SGB9197
GGB6512_SGB9198	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__GGB6512	s__GGB6512_SGB9198
GGB6513_SGB9199	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__GGB6513	s__GGB6513_SGB9199
Victivallis_lenta	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis_lenta
Victivallis_sp_Marseille_Q1083	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis_sp_Marseille_Q1083
Victivallis_vadensis	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis_vadensis
Brevundimonas_SGB15241	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_SGB15241
Brevundimonas_aurantiaca	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_aurantiaca
Brevundimonas_diminuta	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_diminuta
Brevundimonas_vesicularis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_vesicularis
Brucella_haematophila	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Brucellaceae	g__Brucella	s__Brucella_haematophila
Brucella_intermedia	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Brucellaceae	g__Brucella	s__Brucella_intermedia
GGB15850_SGB5785	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Brucellaceae	g__GGB15850	s__GGB15850_SGB5785
GGB4257_SGB5789	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Brucellaceae	g__GGB4257	s__GGB4257_SGB5789
Methylobacterium_SGB15164	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_SGB15164
GGB16040_SGB9347	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__GGB16040	s__GGB16040_SGB9347
Paracoccus_sanguinis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus_sanguinis
GGB9759_SGB15370	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__GGB9759	s__GGB9759_SGB15370
Sphingomonas_SGB1787	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_SGB1787
Sphingomonas_SGB63305	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_SGB63305
Sphingomonas_hankookensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_hankookensis
Achromobacter_aegrifaciens	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_aegrifaciens
Achromobacter_animicus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_animicus
Achromobacter_anxifer	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_anxifer
Achromobacter_deleyi	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_deleyi
Achromobacter_insolitus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_insolitus
Achromobacter_mucicolens	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_mucicolens
Achromobacter_sp_MFA1_R4	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_sp_MFA1_R4
Achromobacter_sp_Root565	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_sp_Root565
Achromobacter_xylosoxidans	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter_xylosoxidans
GGB3677_SGB4990	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__GGB3677	s__GGB3677_SGB4990
Kerstersia_gyiorum	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Kerstersia	s__Kerstersia_gyiorum
Lautropia_dentalis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	s__Lautropia_dentalis
Lautropia_mirabilis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	s__Lautropia_mirabilis
Aquabacterium_SGB14327	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiales_unclassified	g__Aquabacterium	s__Aquabacterium_SGB14327
Acidovorax_ebreus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax_ebreus
Acidovorax_temperans	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax_temperans
Alicycliphilus_SGB61891	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus	s__Alicycliphilus_SGB61891
Comamonas_denitrificans	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_denitrificans
Comamonas_kerstersii	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_kerstersii
Comamonas_odontotermitis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_odontotermitis
Comamonas_testosteroni	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_testosteroni
Comamonas_thiooxydans	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_thiooxydans
Ottowia_sp_Marseille_P4747	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ottowia	s__Ottowia_sp_Marseille_P4747
Serpentinimonas_maccroryi	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Serpentinimonas	s__Serpentinimonas_maccroryi
GGB9075_SGB13997	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__GGB9075	s__GGB9075_SGB13997
GGB9076_SGB13999	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__GGB9076	s__GGB9076_SGB13999
GGB9080_SGB14004	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__GGB9080	s__GGB9080_SGB14004
GGB9081_SGB70926	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__GGB9081	s__GGB9081_SGB70926
GGB9082_SGB14007	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__GGB9082	s__GGB9082_SGB14007
Oxalobacter_formigenes	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Oxalobacter	s__Oxalobacter_formigenes
Dakarella_SGB14198	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Dakarella	s__Dakarella_SGB14198
Dakarella_massiliensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Dakarella	s__Dakarella_massiliensis
Duodenibacillus_massiliensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Duodenibacillus	s__Duodenibacillus_massiliensis
GGB6567_SGB9277	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6567	s__GGB6567_SGB9277
GGB6568_SGB9279	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6568	s__GGB6568_SGB9279
GGB6573_SGB9287	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6573	s__GGB6573_SGB9287
GGB6574_SGB9289	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6574	s__GGB6574_SGB9289
GGB6574_SGB9290	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6574	s__GGB6574_SGB9290
GGB74552_SGB9275	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB74552	s__GGB74552_SGB9275
Mesosutterella_multiformis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Mesosutterella	s__Mesosutterella_multiformis
Parasutterella_SGB9260	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterella_SGB9260
Parasutterella_excrementihominis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterella_excrementihominis
Parasutterella_secunda	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterella_secunda
Parasutterella_sp_NM82_D38	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterella_sp_NM82_D38
Sutterella_SGB9298	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_SGB9298
Sutterella_faecalis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_faecalis
Sutterella_massiliensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_massiliensis
Sutterella_megalosphaeroides	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_megalosphaeroides
